occCode,majorOccCodeGroup,minorOccCodeGroup,broadOccCodeGroup,majorOccNameGroup,occupation,end_0000,end_000,end_00,end_0,hourlyMean,hourlyMed,salaryMean,salaryMed,totEmp,wageSalEmp,selfEmp,f_total,f_violence,f_trans,f_fireExp,f_fallSlipTrip,f_exposure,f_contact,f_allOther,nf_total,nf_violence,nf_violence_intent,nf_violence_unintent,nf_violence_animal,nf_trans,nf_trans_roadway,nf_fireExp,nf_fallSlipTrip,nf_fallSlipTrip_lowLevel,nf_fallSlipTrip_sameLevel,nf_fallSlipTrip_noFall,nf_exposure,nf_contact,nf_contact_struckBy,nf_contact_struckAgainst,nf_contact_caughtCompCrush,nf_overextertion,nf_overextertion_liftLowering,nf_overextertion_repetition,nf_allOther,,
39-2021,39-0000,39-2000,39-2020,Personal Care and Service Occupations,                    Nonfarm animal caretakers,FALSE,FALSE,FALSE,FALSE,11.74,10.57,24420,21990,241500,197300,44300,8,7,1,0,0,0,0,0,2440,1220,0,0,1220,0,0,0,430,0,350,80,100,210,180,20,0,470,70,20,0,TRUE,TRUE
39-3000,39-0000,39-3000,39-3000,Personal Care and Service Occupations,          Entertainment attendants and related workers,FALSE,TRUE,TRUE,TRUE,10.89,9.67,22660,20110,584300,579400,4800,11,0,4,0,4,0,0,3,2270,110,30,40,50,80,40,0,780,130,540,100,80,480,290,140,40,690,80,100,40,FALSE,FALSE
39-3090,39-0000,39-3000,39-3090,Personal Care and Service Occupations,               Miscellaneous entertainment attendants and related workers,FALSE,FALSE,FALSE,TRUE,10.98,9.91,22830,20610,339800,336800,3000,9,0,4,0,3,1,0,1,1440,100,20,30,50,80,40,0,560,110,380,50,50,330,210,80,30,300,40,0,0,FALSE,TRUE
39-3091,39-0000,39-3000,39-3090,Personal Care and Service Occupations,                    Amusement and recreation attendants,FALSE,FALSE,FALSE,FALSE,10.58,9.69,22000,20160,300000,297400,2700,9,0,4,0,3,1,0,1,1200,80,20,30,30,80,40,0,500,100,340,40,50,280,160,80,30,210,40,0,0,TRUE,TRUE
39-5000,39-0000,39-5000,39-5000,Personal Care and Service Occupations,          Personal appearance workers,FALSE,TRUE,TRUE,TRUE,14.04,11.48,29190,23880,887300,522500,364800,11,7,0,0,0,0,0,4,2250,0,0,0,0,0,0,0,810,0,780,20,0,110,110,0,0,1220,0,460,0,FALSE,FALSE
39-5010,39-0000,39-5000,39-5010,Personal Care and Service Occupations,"               Barbers, hairdressers, hairstylists and cosmetologists",FALSE,FALSE,FALSE,TRUE,14.23,11.68,29600,24300,673700,368700,305000,10,7,0,0,0,0,0,3,2180,0,0,0,0,0,0,0,800,0,780,20,0,110,110,0,0,1170,0,430,0,FALSE,TRUE
39-5012,39-0000,39-5000,39-5010,Personal Care and Service Occupations,"                    Hairdressers, hairstylists, and cosmetologists",FALSE,FALSE,FALSE,FALSE,14.23,11.66,29590,24260,617300,352800,264600,4,3,0,0,0,0,0,1,2180,0,0,0,0,0,0,0,800,0,780,20,0,110,110,0,0,1160,0,430,0,TRUE,TRUE
39-7000,39-0000,39-7000,39-7000,Personal Care and Service Occupations,          Tour and travel guides,FALSE,TRUE,TRUE,TRUE,13.78,12.2,28670,25370,49400,43500,5900,5,0,0,0,0,0,0,5,190,0,0,0,0,0,0,0,110,0,90,0,0,60,40,0,0,0,0,0,0,FALSE,FALSE
39-7010,39-0000,39-7000,39-7010,Personal Care and Service Occupations,               Tour and travel guides,FALSE,FALSE,FALSE,TRUE,13.78,12.2,28670,25370,45800,40400,5400,5,0,0,0,0,0,0,5,190,0,0,0,0,0,0,0,110,0,90,0,0,60,40,0,0,0,0,0,0,FALSE,TRUE
39-7011,39-0000,39-7000,39-7010,Personal Care and Service Occupations,                    Tour guides and escorts,FALSE,FALSE,FALSE,FALSE,13.51,11.98,28100,24920,45800,40400,5400,3,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,110,0,90,0,0,60,40,0,0,0,0,0,0,TRUE,TRUE
39-9000,39-0000,39-9000,39-9000,Personal Care and Service Occupations,          Other personal care and service workers,FALSE,TRUE,TRUE,TRUE,12.22,10.83,25410,22520,4129500,3632400,497100,14,4,4,0,0,5,0,1,17630,3950,2290,1470,190,990,850,0,4810,480,3640,520,250,1630,950,490,90,5980,1420,70,0,FALSE,FALSE
39-9020,39-0000,39-9000,39-9020,Personal Care and Service Occupations,               Personal care aides,FALSE,FALSE,FALSE,TRUE,10.92,10.54,22710,21920,2016100,1943200,73000,4,0,0,0,0,0,0,4,12400,2870,1690,1020,150,790,750,0,2960,350,2120,330,190,970,570,270,60,4600,1120,60,0,FALSE,TRUE
39-9021,39-0000,39-9000,39-9020,Personal Care and Service Occupations,                    Personal care aides,FALSE,FALSE,FALSE,FALSE,10.92,10.54,22710,21920,2016100,1943200,73000,4,0,0,0,0,0,0,4,12400,2870,1690,1020,150,790,750,0,2960,350,2120,330,190,970,570,270,60,4600,1120,60,0,TRUE,TRUE
39-9030,39-0000,39-9000,39-9030,Personal Care and Service Occupations,               Recreation and fitness workers,FALSE,FALSE,FALSE,TRUE,16.33,13.25,33970,27570,689100,629300,59800,7,0,3,0,0,3,0,1,1900,250,130,100,20,80,40,0,540,70,390,80,30,290,180,60,30,700,130,0,0,FALSE,TRUE
39-9032,39-0000,39-9000,39-9030,Personal Care and Service Occupations,                    Recreation workers,FALSE,FALSE,FALSE,FALSE,13.09,11.48,27230,23870,390000,362900,27100,6,0,3,0,0,0,0,3,1530,230,130,80,20,70,40,0,480,70,350,60,30,260,150,60,30,450,110,0,0,TRUE,TRUE
39-9040,39-0000,39-9000,39-9040,Personal Care and Service Occupations,               Residential advisors,FALSE,FALSE,FALSE,TRUE,13.31,12.29,27690,25570,118800,900,118800,3,0,0,0,0,1,0,2,680,320,230,90,0,30,20,0,190,0,160,20,0,0,0,0,0,130,30,0,0,FALSE,TRUE
39-9041,39-0000,39-9000,39-9040,Personal Care and Service Occupations,                    Residential advisors,FALSE,FALSE,FALSE,FALSE,13.31,12.29,27690,25570,118800,900,118800,3,0,0,0,0,1,0,2,680,320,230,90,0,30,20,0,190,0,160,20,0,0,0,0,0,130,30,0,0,TRUE,TRUE
41-0000,41-0000,41-0000,41-0000,Sales and Related Occupations,     Sales and related occupations,TRUE,TRUE,TRUE,TRUE,19.5,12.78,40560,26590,15747800,14516500,1231300,254,154,53,3,24,16,4,0,56070,1450,750,240,460,2080,1470,110,17300,2670,12430,1990,2380,13520,9380,2820,850,19080,8090,830,150,FALSE,FALSE
41-1000,41-0000,41-1000,41-1000,Sales and Related Occupations,          Supervisors of sales workers,FALSE,TRUE,TRUE,TRUE,24.63,20.31,51230,42250,1937600,1439700,497900,104,70,14,0,10,7,0,3,15880,530,260,90,180,310,140,0,4120,730,2820,560,360,4300,3000,920,260,6220,3010,170,30,FALSE,FALSE
41-1010,41-0000,41-1000,41-1010,Sales and Related Occupations,               Supervisors of sales workers,FALSE,FALSE,FALSE,TRUE,24.63,20.31,51230,42250,1532400,1183600,348800,104,70,14,0,10,7,0,3,15880,530,260,90,180,310,140,0,4120,730,2820,560,360,4300,3000,920,260,6220,3010,170,30,FALSE,TRUE
41-1011,41-0000,41-1000,41-1010,Sales and Related Occupations,                    Supervisors of retail sales workers,FALSE,FALSE,FALSE,FALSE,21.11,18.77,43910,39040,1532400,1183600,348800,89,65,7,0,8,6,0,3,14900,530,260,90,180,220,90,0,3810,710,2570,510,270,4020,2810,860,240,6020,2900,170,30,TRUE,TRUE
41-1012,41-0000,41-1000,41-1010,Sales and Related Occupations,                    Supervisors of non-retail sales workers,FALSE,FALSE,FALSE,FALSE,41.27,35.17,85830,73150,405200,256100,149100,15,5,7,0,0,0,0,3,980,0,0,0,0,90,50,0,320,20,250,50,90,280,190,50,20,200,110,0,0,TRUE,TRUE
41-2000,41-0000,41-2000,41-2000,Sales and Related Occupations,          Retail sales workers,FALSE,TRUE,TRUE,TRUE,12.14,10.37,25250,21570,8891500,8720100,171400,102,73,13,0,8,5,3,0,34040,770,420,150,210,770,440,110,10630,1680,7590,1180,1540,8420,5960,1730,500,11690,4690,560,110,FALSE,FALSE
41-2010,41-0000,41-2000,41-2010,Sales and Related Occupations,               Cashiers,FALSE,FALSE,FALSE,TRUE,10.44,9.71,21710,20200,3578900,3557600,21300,63,60,0,0,0,1,0,2,9110,190,70,100,30,120,20,0,2780,210,2180,340,460,1920,1270,440,140,3600,1250,320,30,FALSE,TRUE
41-2011,41-0000,41-2000,41-2010,Sales and Related Occupations,                    Cashiers,FALSE,FALSE,FALSE,FALSE,10.43,9.7,21680,20180,3555500,3534300,21300,62,59,0,0,0,1,0,2,9020,190,70,90,30,120,20,0,2770,210,2170,340,460,1900,1260,440,140,3550,1250,310,30,TRUE,TRUE
41-2020,41-0000,41-2000,41-2020,Sales and Related Occupations,               Counter and rental clerks and parts salespersons,FALSE,FALSE,FALSE,TRUE,14.79,12.99,30750,27030,710100,705400,4700,6,0,0,0,0,2,0,4,1460,0,0,0,0,120,100,0,660,80,570,0,50,210,150,40,20,400,90,30,0,FALSE,TRUE
41-2021,41-0000,41-2000,41-2020,Sales and Related Occupations,                    Counter and rental clerks,FALSE,FALSE,FALSE,FALSE,14.13,12.29,29390,25550,458200,455800,2400,4,0,0,0,0,2,0,2,720,0,0,0,0,30,0,0,260,60,200,0,20,120,90,20,0,280,30,30,0,TRUE,TRUE
41-2030,41-0000,41-2000,41-2030,Sales and Related Occupations,               Retail salespersons,FALSE,FALSE,FALSE,TRUE,13.07,10.9,27180,22680,4602500,4457100,145400,33,12,10,0,7,0,0,4,23470,570,350,50,180,530,320,110,7180,1390,4830,840,1030,6290,4540,1250,330,7700,3350,220,70,FALSE,TRUE
41-2031,41-0000,41-2000,41-2030,Sales and Related Occupations,                    Retail salespersons,FALSE,FALSE,FALSE,FALSE,13.07,10.9,27180,22680,4602500,4457100,145400,33,12,10,0,7,0,0,4,23470,570,350,50,180,530,320,110,7180,1390,4830,840,1030,6290,4540,1250,330,7700,3350,220,70,TRUE,TRUE
41-3000,41-0000,41-3000,41-3000,Sales and Related Occupations,"          Sales representatives, services",FALSE,TRUE,TRUE,TRUE,33.9,25.29,70510,52600,2091800,1942900,148900,7,0,3,0,0,0,0,4,1180,20,0,0,20,180,170,0,520,90,380,40,70,140,100,30,0,250,40,50,0,FALSE,FALSE
41-3030,41-0000,41-3000,41-3030,Sales and Related Occupations,"               Securities, commodities, and financial services sales agents",FALSE,FALSE,FALSE,TRUE,49.17,32.36,102260,67310,375700,357500,18200,1,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
41-3031,41-0000,41-3000,41-3030,Sales and Related Occupations,"                    Securities, commodities, and financial services sales agents",FALSE,FALSE,FALSE,FALSE,49.17,32.36,102260,67310,375700,357500,18200,1,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
41-3099,41-0000,41-3000,41-3090,Sales and Related Occupations,"               Miscellaneous sales representatives, services",FALSE,FALSE,FALSE,FALSE,30.32,25.23,63070,52490,983000,965300,17700,4,0,0,0,0,0,0,4,760,20,0,0,20,110,100,0,320,70,220,20,40,90,60,20,0,180,30,30,0,TRUE,TRUE
41-4000,41-0000,41-4000,41-4000,Sales and Related Occupations,"          Sales representatives, wholesale and manufacturing",FALSE,TRUE,TRUE,TRUE,35.12,29.1,73060,60530,1813500,1744100,69400,20,0,15,0,4,0,0,1,2380,20,0,0,0,470,440,0,760,110,530,120,380,220,120,50,50,540,210,20,0,FALSE,FALSE
41-4010,41-0000,41-4000,41-4010,Sales and Related Occupations,"               Sales representatives, wholesale and manufacturing",FALSE,FALSE,FALSE,TRUE,35.12,29.1,73060,60530,343600,330500,13200,20,0,15,0,4,0,0,1,2380,20,0,0,0,470,440,0,760,110,530,120,380,220,120,50,50,540,210,20,0,FALSE,TRUE
41-4011,41-0000,41-4000,41-4010,Sales and Related Occupations,"                    Sales representatives, wholesale and manufacturing, technical and scientific products",FALSE,FALSE,FALSE,FALSE,44.67,37.97,92910,78980,343600,330500,13200,8,0,5,0,3,0,0,0,920,0,0,0,0,130,120,0,390,0,380,0,250,60,50,0,0,90,40,0,0,TRUE,TRUE
41-4012,41-0000,41-4000,41-4010,Sales and Related Occupations,"                    Sales representatives, wholesale and manufacturing, except technical and scientific products",FALSE,FALSE,FALSE,FALSE,32.89,27.47,68410,57140,1469900,1413600,56200,12,0,10,0,0,0,0,2,1460,20,0,0,0,340,320,0,360,100,150,110,130,160,70,50,0,440,170,20,0,TRUE,TRUE
41-9000,41-0000,41-9000,41-9000,Sales and Related Occupations,          Other sales and related workers,FALSE,TRUE,TRUE,TRUE,23.77,15.65,49440,32550,1013400,669700,343700,21,8,8,1,0,3,0,1,2580,110,70,0,40,350,280,0,1270,70,1120,80,30,440,210,90,20,380,140,20,0,FALSE,FALSE
41-9020,41-0000,41-9000,41-9020,Sales and Related Occupations,               Real estate brokers and sales agents,FALSE,FALSE,FALSE,TRUE,30.57,22.32,63590,46410,444100,195500,248600,8,3,3,1,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
41-9090,41-0000,41-9000,41-9090,Sales and Related Occupations,               Miscellaneous sales and related workers,FALSE,FALSE,FALSE,TRUE,20.19,17.25,42000,35880,178300,91700,86500,12,5,4,0,0,0,0,3,2330,100,70,0,30,350,280,0,1140,50,1010,70,20,380,180,70,20,330,130,0,0,FALSE,TRUE
41-9091,41-0000,41-9000,41-9090,Sales and Related Occupations,"                    Door-to-door sales workers, news and street vendors, and related workers",FALSE,FALSE,FALSE,FALSE,13.76,11.7,28630,24330,82400,8000,74300,6,0,3,0,0,1,0,2,70,20,0,0,20,0,0,0,50,0,30,20,0,0,0,0,0,0,0,0,0,TRUE,TRUE
43-0000,43-0000,43-0000,43-0000,Office and Administration Occupations,     Office and administrative support occupations,TRUE,TRUE,TRUE,TRUE,17.91,16.37,37260,34050,23081200,22853200,228000,78,23,30,0,11,8,6,0,64580,880,380,190,310,2170,950,0,19200,2550,14350,1980,1780,14750,9280,3430,1530,25550,10830,2880,250,FALSE,FALSE
43-1000,43-0000,43-1000,43-1000,Office and Administration Occupations,          Supervisors of office and administrative support workers,FALSE,TRUE,TRUE,TRUE,27.83,26.12,57890,54340,1506300,1493700,12600,8,4,0,0,0,0,0,4,1530,20,0,0,0,70,60,0,490,80,340,50,110,260,180,70,0,580,100,130,0,FALSE,FALSE
43-1010,43-0000,43-1000,43-1010,Office and Administration Occupations,               Supervisors of office and administrative support workers,FALSE,FALSE,FALSE,TRUE,27.83,26.12,57890,54340,1506300,1493700,12600,8,4,0,0,0,0,0,4,1530,20,0,0,0,70,60,0,490,80,340,50,110,260,180,70,0,580,100,130,0,FALSE,TRUE
43-1011,43-0000,43-1000,43-1010,Office and Administration Occupations,                    Supervisors of office and administrative support workers,FALSE,FALSE,FALSE,FALSE,27.83,26.12,57890,54340,1506300,1493700,12600,8,4,0,0,0,0,0,4,1530,20,0,0,0,70,60,0,490,80,340,50,110,260,180,70,0,580,100,130,0,TRUE,TRUE
43-3000,43-0000,43-3000,43-3000,Office and Administration Occupations,          Financial clerks,FALSE,TRUE,TRUE,TRUE,18.17,17.23,37790,35840,3336600,3261600,75000,5,5,0,0,0,0,0,0,3880,50,30,0,20,30,30,0,1500,200,1190,110,200,760,190,490,60,1330,250,460,0,FALSE,FALSE
43-3030,43-0000,43-3000,43-3030,Office and Administration Occupations,"               Bookkeeping, accounting, and auditing clerks",FALSE,FALSE,FALSE,TRUE,19.34,18.46,40220,38390,1730500,1665400,65100,1,1,0,0,0,0,0,0,1110,20,20,0,0,0,0,0,580,40,500,40,110,130,70,50,20,250,40,70,0,FALSE,TRUE
43-3031,43-0000,43-3000,43-3030,Office and Administration Occupations,"                    Bookkeeping, accounting, and auditing clerks",FALSE,FALSE,FALSE,FALSE,19.34,18.46,40220,38390,1730500,1665400,65100,1,1,0,0,0,0,0,0,1110,20,20,0,0,0,0,0,580,40,500,40,110,130,70,50,20,250,40,70,0,TRUE,TRUE
43-4000,43-0000,43-4000,43-4000,Office and Administration Occupations,          Information and record clerks,FALSE,TRUE,TRUE,TRUE,16.53,15.24,34370,31690,5830000,5795600,34400,14,4,6,0,0,0,0,4,12510,440,210,90,130,290,190,0,5010,450,4000,500,460,1790,920,540,260,4440,1560,930,70,FALSE,FALSE
43-4050,43-0000,43-4000,43-4050,Office and Administration Occupations,               Customer service representatives,FALSE,FALSE,FALSE,TRUE,16.91,15.53,35170,32300,2784500,2769500,14900,5,0,0,0,0,0,0,5,7100,210,80,40,80,240,160,0,2940,290,2360,270,300,970,570,230,150,2390,970,540,60,FALSE,TRUE
43-4051,43-0000,43-4000,43-4050,Office and Administration Occupations,                    Customer service representatives,FALSE,FALSE,FALSE,FALSE,16.91,15.53,35170,32300,2784500,2769500,14900,5,0,0,0,0,0,0,5,7100,210,80,40,80,240,160,0,2940,290,2360,270,300,970,570,230,150,2390,970,540,60,TRUE,TRUE
43-4170,43-0000,43-4000,43-4170,Office and Administration Occupations,               Receptionists and information clerks,FALSE,FALSE,FALSE,TRUE,14,13.42,29120,27920,1053700,1043600,10100,3,1,0,0,0,0,0,2,2170,100,30,20,40,40,20,0,890,60,770,60,50,290,90,140,50,790,120,320,0,FALSE,TRUE
43-4171,43-0000,43-4000,43-4170,Office and Administration Occupations,                    Receptionists and information clerks,FALSE,FALSE,FALSE,FALSE,14,13.42,29120,27920,1053700,1043600,10100,3,1,0,0,0,0,0,2,2170,100,30,20,40,40,20,0,890,60,770,60,50,290,90,140,50,790,120,320,0,TRUE,TRUE
43-4199,43-0000,43-4000,43-4190,Office and Administration Occupations,               Miscellaneous information and record clerks,FALSE,FALSE,FALSE,FALSE,19.28,18.87,40090,39260,178100,177900,200,1,0,1,0,0,0,0,0,160,0,0,0,0,0,0,0,60,0,30,30,0,30,0,0,0,50,0,0,0,TRUE,TRUE
43-5000,43-0000,43-5000,43-5000,Office and Administration Occupations,"          Material recording, dispatching, and distributing workers",FALSE,TRUE,TRUE,TRUE,16.42,14.63,34150,30430,4117500,4088200,29300,43,8,20,0,5,6,4,0,37140,220,60,30,120,1360,350,0,7220,1260,4880,940,750,10570,7100,1980,1140,16900,8310,660,110,FALSE,FALSE
43-5010,43-0000,43-5000,43-5010,Office and Administration Occupations,               Cargo and freight agents,FALSE,FALSE,FALSE,TRUE,21.27,20.15,44250,41920,89800,89600,200,1,1,0,0,0,0,0,0,5920,20,0,0,0,130,0,0,820,140,520,150,80,1310,730,260,290,3560,1800,60,0,FALSE,TRUE
43-5011,43-0000,43-5000,43-5010,Office and Administration Occupations,                    Cargo and freight agents,FALSE,FALSE,FALSE,FALSE,21.27,20.15,44250,41920,89800,89600,200,1,1,0,0,0,0,0,0,5920,20,0,0,0,130,0,0,820,140,520,150,80,1310,730,260,290,3560,1800,60,0,TRUE,TRUE
43-5020,43-0000,43-5000,43-5020,Office and Administration Occupations,               Couriers and messengers,FALSE,FALSE,FALSE,TRUE,14.39,13.54,29920,28170,95000,76000,19100,3,0,3,0,0,0,0,0,580,0,0,0,0,240,190,0,130,0,80,40,0,70,50,0,0,140,70,0,0,FALSE,TRUE
43-5021,43-0000,43-5000,43-5020,Office and Administration Occupations,                    Couriers and messengers,FALSE,FALSE,FALSE,FALSE,14.39,13.54,29920,28170,95000,76000,19100,3,0,3,0,0,0,0,0,580,0,0,0,0,240,190,0,130,0,80,40,0,70,50,0,0,140,70,0,0,TRUE,TRUE
43-5030,43-0000,43-5000,43-5030,Office and Administration Occupations,               Dispatchers,FALSE,FALSE,FALSE,TRUE,19.79,18.4,41150,38260,300300,298300,2000,6,0,0,0,0,0,0,6,250,0,0,0,0,40,20,0,90,0,70,0,0,20,0,0,0,100,50,20,0,FALSE,TRUE
43-5032,43-0000,43-5000,43-5030,Office and Administration Occupations,"                    Dispatchers, except police, fire, and ambulance",FALSE,FALSE,FALSE,FALSE,19.8,18.24,41190,37940,201700,199700,2000,5,0,0,0,0,0,0,5,240,0,0,0,0,40,20,0,90,0,70,0,0,20,0,0,0,90,50,20,0,TRUE,TRUE
43-5040,43-0000,43-5000,43-5040,Office and Administration Occupations,"               Meter readers, utilities",FALSE,FALSE,FALSE,TRUE,20.14,18.72,41890,38940,34800,12300,34800,4,0,3,0,0,0,0,1,280,0,0,0,0,0,0,0,200,0,180,0,0,30,30,0,0,30,0,0,0,FALSE,TRUE
43-5041,43-0000,43-5000,43-5040,Office and Administration Occupations,"                    Meter readers, utilities",FALSE,FALSE,FALSE,FALSE,20.14,18.72,41890,38940,34800,12300,34800,4,0,3,0,0,0,0,1,280,0,0,0,0,0,0,0,200,0,180,0,0,30,30,0,0,30,0,0,0,TRUE,TRUE
43-5060,43-0000,43-5000,43-5060,Office and Administration Occupations,"               Production, planning, and expediting clerks",FALSE,FALSE,FALSE,TRUE,23.58,22.48,49050,46760,329400,327300,2100,1,0,0,0,0,0,0,1,460,0,0,0,0,0,0,0,70,0,60,0,40,180,100,60,20,170,50,0,0,FALSE,TRUE
43-5061,43-0000,43-5000,43-5060,Office and Administration Occupations,"                    Production, planning, and expediting clerks",FALSE,FALSE,FALSE,FALSE,23.58,22.48,49050,46760,329400,327300,2100,1,0,0,0,0,0,0,1,460,0,0,0,0,0,0,0,70,0,60,0,40,180,100,60,20,170,50,0,0,TRUE,TRUE
43-5070,43-0000,43-5000,43-5070,Office and Administration Occupations,"               Shipping, receiving, and traffic clerks",FALSE,FALSE,FALSE,TRUE,15.94,14.99,33150,31180,681400,680400,1000,3,0,1,0,0,0,0,2,4890,0,0,0,0,240,20,0,960,260,530,150,40,1560,1090,290,130,2070,860,90,0,FALSE,TRUE
43-5071,43-0000,43-5000,43-5070,Office and Administration Occupations,"                    Shipping, receiving, and traffic clerks",FALSE,FALSE,FALSE,FALSE,15.94,14.99,33150,31180,681400,680400,1000,3,0,1,0,0,0,0,2,4890,0,0,0,0,240,20,0,960,260,530,150,40,1560,1090,290,130,2070,860,90,0,TRUE,TRUE
43-5080,43-0000,43-5000,43-5080,Office and Administration Occupations,               Stock clerks and order fillers,FALSE,FALSE,FALSE,TRUE,12.82,11.46,26670,23840,2008600,2004700,4000,11,3,0,0,0,4,1,3,24550,160,60,30,70,690,110,0,4880,790,3410,580,580,7370,5080,1350,700,10760,5470,460,110,FALSE,TRUE
43-5081,43-0000,43-5000,43-5080,Office and Administration Occupations,                    Stock clerks and order fillers,FALSE,FALSE,FALSE,FALSE,12.82,11.46,26670,23840,2008600,2004700,4000,11,3,0,0,0,4,1,3,24550,160,60,30,70,690,110,0,4880,790,3410,580,580,7370,5080,1350,700,10760,5470,460,110,TRUE,TRUE
43-5110,43-0000,43-5000,43-5110,Office and Administration Occupations,"               Weighers, measurers, checkers, and samplers, recordkeeping",FALSE,FALSE,FALSE,TRUE,14.94,13.84,31080,28790,75900,74900,1000,1,0,1,0,0,0,0,0,210,0,0,0,0,20,0,0,80,40,30,0,0,30,20,0,0,70,20,20,0,FALSE,TRUE
43-5111,43-0000,43-5000,43-5110,Office and Administration Occupations,"                    Weighers, measurers, checkers, and samplers, recordkeeping",FALSE,FALSE,FALSE,FALSE,14.94,13.84,31080,28790,75900,74900,1000,1,0,1,0,0,0,0,0,210,0,0,0,0,20,0,0,80,40,30,0,0,30,20,0,0,70,20,20,0,TRUE,TRUE
43-6000,43-0000,43-6000,43-6000,Office and Administration Occupations,          Secretaries and administrative assistants,FALSE,TRUE,TRUE,TRUE,19.39,17.9,40330,37230,3990400,3954300,36100,5,1,1,0,0,0,0,3,3380,60,30,30,0,120,70,0,1890,130,1560,160,110,510,400,100,0,680,190,150,0,FALSE,FALSE
43-6010,43-0000,43-6000,43-6010,Office and Administration Occupations,               Secretaries and administrative assistants,FALSE,FALSE,FALSE,TRUE,19.39,17.9,40330,37230,685300,679400,5900,5,1,1,0,0,0,0,3,3380,60,30,30,0,120,70,0,1890,130,1560,160,110,510,400,100,0,680,190,150,0,FALSE,TRUE
43-6011,43-0000,43-6000,43-6010,Office and Administration Occupations,                    Executive secretaries and administrative assistants,FALSE,FALSE,FALSE,FALSE,27.84,26.86,57910,55860,685300,679400,5900,1,0,1,0,0,0,0,0,570,0,0,0,0,20,20,0,320,0,300,0,20,130,110,0,0,80,20,0,0,TRUE,TRUE
43-6014,43-0000,43-6000,43-6010,Office and Administration Occupations,"                    Secretaries and administrative assistants, except legal, medical, and executive",FALSE,FALSE,FALSE,FALSE,17.38,16.74,36140,34820,2536200,2514500,21700,4,1,0,0,0,0,0,3,1950,30,0,20,0,90,50,0,1130,100,870,110,60,300,230,60,0,340,110,90,0,TRUE,TRUE
43-9000,43-0000,43-9000,43-9000,Office and Administration Occupations,          Other office and administrative support workers,FALSE,TRUE,TRUE,TRUE,16.31,15.19,33930,31590,4195700,4155000,40700,3,0,1,0,0,0,0,2,5970,90,50,0,40,290,250,0,2960,390,2330,230,150,850,490,250,60,1580,430,520,60,FALSE,FALSE
43-9040,43-0000,43-9000,43-9040,Office and Administration Occupations,               Insurance claims and policy processing clerks,FALSE,FALSE,FALSE,TRUE,19.61,18.48,40780,38430,308500,305500,3000,1,0,1,0,0,0,0,0,550,0,0,0,0,30,30,0,260,40,190,30,0,70,0,40,0,160,0,100,0,FALSE,TRUE
43-9041,43-0000,43-9000,43-9040,Office and Administration Occupations,                    Insurance claims and policy processing clerks,FALSE,FALSE,FALSE,FALSE,19.61,18.48,40780,38430,308500,305500,3000,1,0,1,0,0,0,0,0,550,0,0,0,0,30,30,0,260,40,190,30,0,70,0,40,0,160,0,100,0,TRUE,TRUE
45-0000,45-0000,45-0000,45-0000,"Farming, Fishing and Forestry Occupations","     Farming, fishing, and forestry occupations",TRUE,TRUE,TRUE,TRUE,13.37,11.3,27810,23510,1060100,1017800,42300,290,18,119,6,17,20,108,2,14380,1240,0,0,1230,760,140,0,3770,1130,1720,690,510,5050,2770,860,1000,2930,890,150,130,FALSE,FALSE
45-1000,45-0000,45-1000,45-1000,"Farming, Fishing and Forestry Occupations","          Supervisors of farming, fishing, and forestry workers",FALSE,TRUE,TRUE,TRUE,23.47,21.79,48820,45320,48700,42700,6000,12,0,4,0,0,0,4,4,520,30,0,0,0,20,0,0,70,0,40,20,0,260,140,0,30,120,30,0,0,FALSE,FALSE
45-1010,45-0000,45-1000,45-1010,"Farming, Fishing and Forestry Occupations","               Supervisors of farming, fishing, and forestry workers",FALSE,FALSE,FALSE,TRUE,23.47,21.79,48820,45320,48700,42700,6000,12,0,4,0,0,0,4,4,520,30,0,0,0,20,0,0,70,0,40,20,0,260,140,0,30,120,30,0,0,FALSE,TRUE
45-1011,45-0000,45-1000,45-1010,"Farming, Fishing and Forestry Occupations","                    Supervisors of farming, fishing, and forestry workers",FALSE,FALSE,FALSE,FALSE,23.47,21.79,48820,45320,48700,42700,6000,12,0,4,0,0,0,4,4,520,30,0,0,0,20,0,0,70,0,40,20,0,260,140,0,30,120,30,0,0,TRUE,TRUE
45-2000,45-0000,45-2000,45-2000,"Farming, Fishing and Forestry Occupations",          Agricultural workers,FALSE,TRUE,TRUE,TRUE,12.3,10.93,25570,22740,914800,910400,4400,157,16,78,5,12,11,35,0,12920,1210,0,0,1200,720,130,0,3620,1090,1640,660,490,4020,2000,790,940,2730,860,140,130,FALSE,FALSE
45-2090,45-0000,45-2000,45-2090,"Farming, Fishing and Forestry Occupations",               Miscellaneous agricultural workers,FALSE,FALSE,FALSE,TRUE,11.95,10.83,24860,22520,847300,843000,4300,156,16,77,5,12,11,35,0,12550,1200,0,0,1190,710,130,0,3450,1070,1530,630,480,3920,1960,770,910,2660,830,130,120,FALSE,TRUE
